"id","personagem","diálogo"
531,"HAN","Ei, você poderia nos dar uma mão com isso?"
535,"HAN","Tragam-nos! Prefiro uma luta direta a toda essa confusão."
541,"HAN","O que você disser. Já fiz mais do que esperava nesta viagem."
546,"HAN","Cara, você disse isso, Chewie."
547,"HAN","Onde você desenterrou aquele velho fóssil?"
549,"HAN","Sim, ótimo para nos colocar em apuros."
551,"HAN","Bem, qualquer coisa seria melhor do que ficar esperando eles nos buscarem..."
558,"HAN","Princesa?"
560,"HAN","Princesa? O que está acontecendo?"
563,"HAN","Do que você está falando?"
565,"HAN","Agora, olhe, não tenha nenhuma idéia engraçada. O velho quer que esperemos bem aqui."
567,"HAN","Eu não vou a lugar nenhum."
569,"HAN","Marchar para a área de detenção não é o que eu tinha em mente."
571,"HAN","Melhor ela do que eu..."
573,"HAN","Rico?"
575,"HAN","O quê?"
577,"HAN","Não sei, posso imaginar bastante!"
579,"HAN","É melhor eu!"
581,"HAN","Tudo bem, garoto. Mas é melhor você estar certo sobre isso!"
583,"HAN","Qual é o seu plano?"
587,"HAN","Não se preocupe, Chewie. Acho que sei o que ele tem em mente."
590,"HAN","E espero que eles não tenham blasters."
593,"HAN","Isso não vai funcionar."
595,"HAN","Eu disse isso antes!"
599,"HAN","Cuidado! Ele está solto!"
601,"HAN","Vá buscá-lo!"
602,"HAN","Nós temos que descobrir em qual cela esta sua princesa está. Aqui está... cela vinte e um e oito e sete. Você vai buscá-la. Eu vou mantê-los aqui. "
603,"HAN","Tudo está sob controle. Situação normal."
605,"HAN","Uh... teve um pequeno defeito nas armas. Mas, uh, tudo está perfeitamente bem agora. Estamos bem. Estamos todos bem aqui, agora, obrigado. Como você está?"
607,"HAN","Uh, uh, negativo, negativo. Tivemos um vazamento no reator aqui agora. Dê-nos alguns minutos para bloqueá-lo. Vazamento grande... muito perigoso."
609,"HAN","Conversa chata de qualquer maneira. Luke! Nós vamos ter companhia!"
628,"HAN","Chewie!"
629,"HAN","Fique atrás de mim! Fique atrás de mim!"
630,"HAN","Não pode sair dessa maneira."
632,"HAN","Talvez você queira de volta em sua cela, Sua Alteza."
640,"HAN","Eu não posso segurá-los para sempre! E agora?"
642,"HAN","Ele é o cérebro, querida."
644,"HAN","O que diabos você está fazendo?"
646,"HAN","Entra aí seu grande idiota peludo! Eu não me importo com o que você cheira! Entre lá e não se preocupe com isso."
647,"HAN","Menina maravilhosa! Ou eu vou matá-la ou estou começando a gostar dela. Entre lá!"
648,"HAN","Ah! A calha de lixo foi uma ideia realmente maravilhosa. Que cheiro incrível você descobriu! Vamos sair daqui! Saia daí..."
652,"HAN","Absolutamente, Meritíssimo. Olha, eu tinha tudo sob controle até que você nos trouxe aqui. Você sabe, não vai demorar muito para eles descobrirem o que aconteceu conosco."
654,"HAN","É pior."
656,"HAN","Isso é sua imaginação."
658,"HAN","O quê?"
660,"HAN","Luke! Luke! Luke!"
664,"HAN","Onde?"
666,"HAN","Luke! Luke!"
670,"HAN","Tenho um mau pressentimento sobre isso."
682,"HAN","Chegue ao topo!"
687,"HAN","Uma coisa é certa. Todos nós vamos ficar muito mais magros! Fique em cima disso!"
702,"HAN","Três-dois-seis-oito-dois-sete."
703,"HAN","Se pudermos evitar mais conselhos femininos, devemos ser capazes de sair daqui."
705,"HAN","Onde você vai?"
707,"HAN","Venha aqui, seu grande covarde!"
708,"HAN","Chewie! Venha aqui!"
710,"HAN","Olha, Excelência, vamos esclarecer uma coisa! Eu recebo ordens de uma pessoa! Eu!"
712,"HAN","Nenhuma recompensa vale isso."
719,"HAN","Lá está ela."
724,"HAN","Legal! Vamos!"
726,"HAN","Volte para o navio!"
747,"HAN","Nós não acabamos de sair desta festa?"
748,"HAN","O que te prendeu?"
751,"HAN","Parece bom, se conseguirmos. Só espero que o velho tenha tirado o raio trator de serviço."
754,"HAN","Agora é a nossa chance! Vá!"
756,"HAN","Vamos!"
758,"HAN","Arrume a porta! Garoto!"
760,"HAN","Espero que o velho tenha tirado aquele raio trator se estiver funcionando, ou esta será uma viagem bem curta. Ok, acerte!"
761,"HAN","Estamos chegando nas naves sentinelas. Segure-os! Incline os escudos defletores enquanto eu carrego os canhões principais!"
764,"HAN","Vamos, amigo, ainda não saímos dessa!"
765,"HAN","Você está dentro, garoto? Ok, fique afiado!"
770,"HAN","Não se preocupe, ela vai aguentar."
771,"HAN","Você me ouviu, baby? Aguente firme!"
773,"HAN","Ótimo garoto! Não seja arrogante."
781,"HAN","Nada ruim de resgate, hein? Sabe, às vezes eu até me surpreendo."
783,"HAN","Fácil... você chama isso de fácil?"
785,"HAN","Não este navio, irmã."
787,"HAN","O que é tão importante? O que ele está carregando?"
789,"HAN","É para mim, irmã! Olha, eu não estou nisso por sua revolução, e não estou nisso por você, princesa. Espero ser bem pago. Estou nisso. para o dinheiro!"
794,"HAN","Estou tentando não, garoto!"
796,"HAN","Ainda assim, ela tem muito espírito. Eu não sei, o que você acha? Você acha que uma princesa e um cara como eu..."
815,"HAN","Isso mesmo, sim! Eu tenho algumas dívidas antigas que tenho que pagar com essas coisas. Mesmo se eu não tivesse, você não acha que eu seria tolo o suficiente para ficar por aqui , você? Por que você não vem com a gente? Você é muito bom em uma luta. Eu poderia usar você."
817,"HAN","De que vale uma recompensa se você não estiver por perto para usá-la? Além disso, atacar aquela estação de batalha não é minha ideia de coragem. É mais como suicídio."
819,"HAN","Ei, Luke... que a Força esteja com você!"
820,"HAN","O que você está olhando? Eu sei o que estou fazendo."
993,"HAN","Yahoo!"
995,"HAN","Você está bem, garoto."
996,"HAN","Agora vamos explodir essa coisa e ir para casa!"
999,"HAN","Grande foto, garoto. Essa foi uma em um milhão."
1002,"HAN","Ei! Ei!"
1004,"HAN","Bem, eu não ia deixar você ficar com todo o crédito e ficar com toda a recompensa."
