"id","personagem","diálogo"
99,"THREEPIO","Você acha que eles vão nos derreter?"
100,"THREEPIO","Não atire! Não atire! Isso nunca vai acabar?"
104,"THREEPIO","Senhor - não em um ambiente como este - é por isso que também fui programado para mais de trinta funções secundárias que..."
106,"THREEPIO","Vaporadores! Senhor - Meu primeiro trabalho foi programar elevadores de carga binários... muito semelhantes aos seus vaporizadores. Você poderia dizer..."
108,"THREEPIO","Claro que posso, senhor. É como uma segunda língua para mim... sou tão fluente em bocha..."
110,"THREEPIO","Cala a boca, senhor."
119,"THREEPIO","Com licença, senhor, mas essa unidade R2 está em ótimas condições. Uma verdadeira pechincha."
125,"THREEPIO","Uh, eu tenho certeza que você ficará muito satisfeito com isso, senhor. Ele realmente está em condições de primeira classe. Eu já trabalhei com ele antes. Lá vem ele."
127,"THREEPIO","Agora, não se esqueça disso! Por que eu deveria arriscar meu pescoço por você está muito além da minha capacidade!"
128,"THREEPIO","Obrigado ao fabricante! Este banho de óleo vai ser tão bom. Estou com um caso tão grave de contaminação por poeira que mal consigo me mexer!"
130,"THREEPIO","Há algo que eu possa fazer para ajudar?"
132,"THREEPIO","Acho que não, senhor. Sou apenas um droide e não tenho muito conhecimento sobre essas coisas. Não neste planeta, de qualquer maneira. Na verdade, nem tenho certeza de qual planeta em que estou."
134,"THREEPIO","Entendo, senhor."
136,"THREEPIO","Entendo, senhor Luke."
138,"THREEPIO","E eu sou See-Threepio, relações humano-ciborgue, e esta é minha contraparte, Artoo-Detoo."
141,"THREEPIO","Com tudo o que passamos, às vezes fico surpreso por estarmos em tão boas condições quanto estamos, com a Rebelião e tudo mais."
143,"THREEPIO","Foi assim que chegamos a seu serviço, se é que me entende, senhor."
145,"THREEPIO","Vários, eu acho. Na verdade, não há muito para contar. Eu não sou muito mais do que um intérprete, e não sou muito bom em contar histórias. Bem, não em torná-las interessantes, de qualquer maneira."
149,"THREEPIO","O que é o quê?!? Ele te fez uma pergunta... O que é isso?"
151,"THREEPIO","Ah, ele diz que não é nada, senhor. Apenas um mau funcionamento. Dados antigos. Não ligue para isso."
153,"THREEPIO","Acho que não tenho certeza, senhor."
155,"THREEPIO","Acho que ela era uma passageira em nossa última viagem. Uma pessoa de alguma importância, senhor - acredito. Nosso capitão estava ligado a..."
157,"THREEPIO","Comporte-se, Artoo. Você vai nos colocar em apuros. Está tudo bem, você pode confiar nele. Ele é nosso novo mestre."
158,"THREEPIO","Ele diz que é propriedade de Obi-Wan Kenobi, um morador por aqui. E é uma mensagem particular para ele. Francamente, senhor, não sei do que ele está falando. Nosso último mestre era o Capitão Antilles, mas com o que passamos, essa pequena unidade R2 se tornou um pouco excêntrica."
160,"THREEPIO","Desculpe, senhor, mas você sabe do que ele está falando?"
163,"THREEPIO","Ele diz que o parafuso de restrição causou um curto-circuito em seu sistema de gravação. Ele sugere que, se você remover o parafuso, ele poderá reproduzir a gravação inteira."
167,"THREEPIO","estou tocando. O que você está carregando dentro de suas entranhas enferrujadas!"
170,"THREEPIO","Sinto muito, senhor, mas ele parece ter pegado uma leve vibração."
172,"THREEPIO","Apenas reconsidere jogar essa mensagem para ele."
173,"THREEPIO","Não, acho que ele não gosta nada de você."
174,"THREEPIO","Não, eu também não gosto de você."
199,"THREEPIO","Não foi minha culpa, senhor. Por favor, não me desative. Eu disse a ele para não ir, mas ele está com defeito, com defeito; continuou tagarelando sobre sua missão."
201,"THREEPIO","Aquela unidade R2 sempre foi um problema. Esses astrodroides estão ficando fora de controle. Nem eu consigo entender a lógica deles às vezes."
203,"THREEPIO","Perdoe-me, senhor, mas não poderíamos ir atrás dele?"
208,"THREEPIO","Oh, ele é excelente nisso, senhor."
217,"THREEPIO","Senhor, ajudaria se você dissesse a ele que foi minha culpa."
219,"THREEPIO","Desativar! Bem, por outro lado, se você não tivesse removido o parafuso de retenção dele..."
222,"THREEPIO","Mestre Luke aqui é o seu legítimo dono. Não vamos ter mais essa bobagem de Obi-Wan Kenobi... e não fale comigo sobre sua missão também. Você tem sorte que ele não não explodir você em um milhão de pedaços bem aqui."
224,"THREEPIO","Se não se importa que eu diga, senhor, acho que deveria desativar o pequeno fugitivo até levá-lo de volta à sua oficina."
227,"THREEPIO","Oh meu... senhor, ele diz que há várias criaturas se aproximando do sudeste."
246,"THREEPIO","Onde estou? Devo ter dado um mau passo..."
248,"THREEPIO","Acho que não vou conseguir. Continue, Mestre Luke. Não faz sentido você se arriscar por minha causa. Estou acabado."
258,"THREEPIO","Senhor, se você não vai precisar de mim, eu vou fechar por um tempo."
319,"THREEPIO","Eu não suporto esses Jawas. Criaturas nojentas."
325,"THREEPIO","Venha, Artoo."
330,"THREEPIO","Concordo plenamente com o senhor."
341,"THREEPIO","Eu não gosto da aparência disso."
383,"THREEPIO","Tranque a porta, Artoo."
385,"THREEPIO","Eu preferia ter ido com Mestre Luke do que ficar aqui com você. Não sei do que se trata todo esse problema, mas tenho certeza que deve ser sua culpa."
386,"THREEPIO","Cuidado com sua linguagem!"
405,"THREEPIO","Olá, senhor."
411,"THREEPIO","Oh, que coisa. Eu tinha esquecido o quanto eu odeio viagens espaciais."
446,"THREEPIO","Agora tenha cuidado, Artoo."
447,"THREEPIO","Ele fez uma jogada justa. Gritar sobre isso não vai te ajudar."
449,"THREEPIO","Mas senhor, ninguém se preocupa em perturbar um droide."
451,"THREEPIO","Entendo, senhor. Sugiro uma nova estratégia, Artoo. Deixe o Wookiee vencer."
536,"THREEPIO","Encontramos a tomada do computador, senhor."
538,"THREEPIO","Ele diz que encontrou o controle principal do feixe de energia que está segurando a nave aqui. Ele vai tentar fazer a localização precisa aparecer no monitor."
539,"THREEPIO","O raio trator é acoplado ao reator principal em sete locais. Uma perda de energia em um dos terminais permitirá que o navio saia."
554,"THREEPIO","Acho que não tenho certeza, senhor. Ele diz ""Encontrei ela"" e fica repetindo ""Ela está aqui"""
556,"THREEPIO","Princesa Leia."
561,"THREEPIO","Nível cinco. Bloco de detenção AA-vinte e três. Receio que ela está programada para ser demitida."
588,"THREEPIO","Mestre Luke, senhor! Perdoe-me por perguntar... mas, ah... o que Artoo e eu devemos fazer se formos descobertos aqui?"
591,"THREEPIO","Isso não é muito reconfortante."
636,"THREEPIO","Eu disse, todos os sistemas foram alertados sobre sua presença, senhor. A entrada principal parece ser a única saída; todas as outras informações em seu nível são restritas."
638,"THREEPIO","Ah, não!"
676,"THREEPIO","Eles são loucos! Eles estão indo para o nível da prisão. Se você se apressar, você pode pegá-los."
678,"THREEPIO","Vamos!"
679,"THREEPIO","Ah! Toda essa excitação invadiu os circuitos do meu colega aqui. Se você não se importa, eu gostaria de levá-lo para a manutenção."
685,"THREEPIO","Eles não estão aqui! Alguma coisa deve ter acontecido com eles. Veja se eles foram capturados."
686,"THREEPIO","Rápido!"
689,"THREEPIO","Graças a Deus, eles não os encontraram! Onde eles poderiam estar?"
690,"THREEPIO","Usar o comlink? Oh, que coisa! Esqueci que desliguei!"
691,"THREEPIO","Você está aí, senhor?"
693,"THREEPIO","Tivemos alguns problemas..."
697,"THREEPIO","Não. Desligue todos eles! Depressa!"
698,"THREEPIO","Ouça eles! Eles estão morrendo, Artoo! Maldito seja meu corpo de metal! Eu não fui rápido o suficiente. É tudo culpa minha! Meu pobre mestre!"
721,"THREEPIO","No momento. Uh, estamos no hangar principal em frente ao navio."
739,"THREEPIO","Onde eles poderiam estar?"
753,"THREEPIO","Vamos, Artoo, estamos indo!"
768,"THREEPIO","Oooh!"
777,"THREEPIO","Socorro! Acho que estou derretendo! Isso é tudo culpa sua."
837,"THREEPIO","Aguente firme, Artoo, você tem que voltar."
838,"THREEPIO","Você não gostaria que minha vida ficasse chata, não é?"
979,"THREEPIO","Espera aí, Artoo!"
1007,"THREEPIO","Oh, meu Deus! Artoo! Você pode me ouvir? Diga alguma coisa! Você pode consertá-lo, não pode?"
1009,"THREEPIO","Você deve consertá-lo! Senhor, se algum dos meus circuitos ou engrenagens ajudar, eu os doarei com prazer."
