"","id","personagem","diálogo"
"43","43","HAN","Por que você desmonta isso agora? Estou tentando nos tirar daqui e você puxa os dois."
"44","44","THREEPIO","Com licença, senhor."
"45","45","HAN","Coloque-os juntos novamente agora mesmo."
"46","46","THREEPIO","Posso ter uma palavrinha com você, por favor?"
"47","47","HAN","O que você quer?"
"48","48","THREEPIO","Bem, é a princesa Leia, senhor. Ela está tentando colocá-lo no comunicador."
"49","49","HAN","Eu desliguei. Não quero falar com ela."
"50","50","THREEPIO","Ah. Bem, a Princesa Leia está se perguntando sobre o Mestre Luke. Ele ainda não voltou. Ela não sabe onde ele está."
"51","51","HAN","Não sei onde ele está."
"52","52","THREEPIO","Ninguém sabe onde ele está."
"53","53","HAN","O que você quer dizer com ""ninguém sabe""?"
"54","54","THREEPIO","Bem, uh, você vê..."
"55","55","HAN","Oficial de convés. Oficial de convés!"
"56","56","THREEPIO","Com licença, senhor. Posso inqu-..."
"57","57","OFICIAL DE CONVÉS","Sim, senhor?"
"58","58","HAN","Você sabe onde o Comandante Skywalker está?"
"59","59","OFICIAL DE CONVÉS","Eu não o vi. É possível que ele tenha entrado pela entrada sul."
"60","60","HAN","É possível? Por que você não vai descobrir? Está ficando escuro lá fora."
"61","61","OFICIAL DE CONVÉS","Sim, senhor."
"62","62","THREEPIO","Com licença, senhor. Posso perguntar o que está acontecendo?"
"63","63","HAN","Por que não?"
"64","64","THREEPIO","Homem impossível. Venha, Artoo, vamos encontrar a princesa Leia. Cá entre nós, acho que o mestre Luke está em perigo considerável."
"65","65","OFICIAL DE CONVÉS","Senhor, o Comandante Skywalker não entrou pela entrada sul. Ele pode ter esquecido de fazer o check-in."
"66","66","HAN","Não é provável. Os speeders estão prontos?"
"67","67","OFICIAL DO CONVÉS","Ainda não. Estamos tendo problemas para adaptá-los ao frio."
"68","68","HAN","Então teremos que sair em Tauntauns."
"69","69","OFICIAL DO CONVÉS","Senhor, a temperatura está caindo muito rápido."
"70","70","HAN","Isso mesmo. E meus amigos lá fora."
"71","71","OFICIAL ASSISTENTE","Vou cobrir o setor doze. Faça com que o com-controle configure a tela alfa."
"72","72","OFICIAL DE CONVÉS","Seu Tauntaun vai congelar antes de você chegar ao primeiro marcador."
"73","73","HAN","Então eu te vejo no inferno!"
"74","74","THREEPIO","Você deve vir agora, Artoo. Não há realmente mais nada que possamos fazer. E minhas articulações estão congelando."
"75","75","THREEPIO","Não diga coisas assim! Claro que vamos ver o Mestre Luke novamente. Ele vai ficar bem, você vai ver. Curto-circuito estúpido. Ele vai ficar bem."
"76","certo.""","",""
"77","76","TENENTE","Senhor, todas as patrulhas estão dentro. Ainda não há contato de Skywalker ou Solo."
"78","77","THREEPIO","Senhora Leia, Artoo diz que tem sido incapaz de captar qualquer sinal, embora admita que seu próprio alcance é fraco demais para abandonar todas as esperanças."
"79","78","DERLIN","Vossa Alteza, não há mais nada que possamos fazer esta noite. As portas blindadas devem estar fechadas."
"80","79","DERLIN","Feche as portas."
"81","80","TENENTE","Sim, senhor."
"82","81","THREEPIO","Artoo diz que as chances de sobrevivência são setecentas e setenta e cinco... para uma."
"83","82","THREEPIO","Na verdade, Artoo é conhecido por cometer erros... de tempos em tempos. Oh, querido, oh, querido. Não se preocupe com o Mestre Luke. Tenho certeza de que ele ficará bem. . Ele é bastante inteligente, você sabe... para um ser humano."
"84","83","BEN","Luke...Luke."
"85","84","LUKE","Ben?"
"86","85","BEN","Você irá para o sistema Dagobah."
"87","86","LUKE","Sistema Dagobah?"
"88","87","BEN","Lá você aprenderá com Yoda, o Mestre Jedi que me instruiu."
"89","88","LUKE","Ben...Ben."
"90","89","HAN","Luke! Luke! Não faça isso, Luke. Vamos, me dê um sinal aqui."
"91","90","HAN","Não muito tempo."
"92","91","LUKE","Ben...Ben..."
"93","92","HAN","Espere aí, garoto."
"94","93","LUKE","Sistema Dagobah..."
"95","94","HAN","Ufa..."
"96","95","LUKE","Dagobah..."
"97","96","HAN","Isso pode cheirar mal, garoto..."
"98","97","LUKE","Yoda..."
"99","98","HAN","...mas vai te manter aquecido...até eu construir o abrigo. Ooh...eu pensei que eles cheiravam mal do lado de fora!"
"100","99","ZEV","Echo Base... eu tenho algo! Não muito, mas pode ser uma forma de vida."
"101","100","ZEV","Este é o Rouge Two. este é o Rouge Two. Capitão Solo, então você copia? Comandante Skywalker, você copia? Este é o Rouge Two."
"102","101","HAN","Bom dia. Que bom que vocês vieram."
"103","102","ZEV","Echo Base... aqui é Rouge Two. Eu os encontrei. Repito, eu os encontrei."
"104","103","THREEPIO","Mestre Luke, senhor, é bom vê-lo totalmente funcional novamente."
"105","104","THREEPIO","Artoo expressa seu alívio também."
"106","105","HAN","Como você está se sentindo, garoto? Você não parece tão ruim para mim. Na verdade, você parece forte o suficiente para arrancar as orelhas de um Gundark."
"107","106","LUKE","Graças a você."
"108","107","HAN","São dois que você me deve, júnior."
"109","108","HAN","Bem, Meritíssimo, parece que você conseguiu me manter por perto por mais um tempo."
"110","109","LEIA","Eu não tive nada a ver com isso. O General Rieekan acha que é perigoso para qualquer nave deixar o sistema até que tenhamos ativado o escudo de energia."
"111","110","HAN","Essa é uma boa história. Eu acho que você simplesmente não consegue deixar um cara lindo como eu fora de sua vista."
"112","111","LEIA","Não sei de onde você tira seus delírios, cérebro de laser."
"113","112","HAN","Ria disso, bola fuzz. Mas você não nos viu sozinhos na passagem sul."
"114","113","HAN","Ela expressou seus verdadeiros sentimentos por mim."
"115","114","LEIA","Meu...! Ora, você metido,... estúpido,... de aparência desalinhada... nerf-herder!"
"116","115","HAN","Quem é de aparência desalinhada? Eu devo ter acertado ela bem perto da marca para deixá-la toda irritada assim, hein, garoto?"
"117","116","LEIA","Ora, acho que você ainda não sabe tudo sobre as mulheres?"
"118","117","LOCUTOR","Pessoal do quartel-general, reporte-se ao centro de comando."
"119","118","HAN","Acalme-se."
"120","119","THREEPIO","Com licença, por favor."
"121","120","RIEEKAN","Princesa... temos uma visita."
"122","121","RIEEKAN","Pegamos algo fora da base na zona doze, movendo-se para o leste."
"123","122","CONTROLADOR SÊNIOR","É metal."
"124","123","LEIA","Então não pode ser uma daquelas criaturas que atacaram Luke."
"125","124","HAN","Pode ser um speeder, um dos nossos."
"126","125","CONTROLADOR SÊNIOR","Não. Espere - há algo muito fraco chegando."
"127","126","THREEPIO","Senhor, sou fluente em seis milhões de formas de comunicação. Este sinal não é usado pela Aliança. Pode ser um código imperial."
"128","127","HAN","Não é amigável, seja lá o que for. Vamos, Chewie, vamos dar uma olhada."
"129","128","RIEEKAN","Envie Rouges Dez e Onze para a estação três e oito."
"130","129","HAN","Receio que não sobrou muito."
"131","130","LEIA","O que foi?"
"132","131","HAN","Droid de algum tipo. Eu não bati com tanta força. Deve ter se autodestruído."
"133","132","LEIA","Um droide sonda imperial."
"134","133","HAN","É uma boa aposta que o Império sabe que estamos aqui."
"135","134","RIEEKAN","É melhor começarmos a evacuação."
"136","135","PIETT","Almirante."
"137","136","OZZEL","Sim, Capitão"
"138","137","PIETT","Acho que temos alguma coisa, senhor. O relatório é apenas um fragmento."
"139","138","OZZEL","Temos milhares de droides sondas vasculhando a galáxia. Quero provas, não pistas!"
"140","139","PIETT","Os visuais indicam leituras de vida."
"141","140","OZZEL","Pode significar qualquer coisa. Se seguirmos todas as pistas..."
"142","141","PIETT","Mas, senhor, supõe-se que o sistema Hoth seja desprovido de formas humanas."
"143","142","VADER","Você encontrou alguma coisa?"
"144","143","PIETT","Sim, meu senhor."
"145","144","VADER","É isso. Os rebeldes estão lá."
"146","145","OZZEL","Meu senhor, existem tantos assentamentos desconhecidos. Podem ser contrabandistas, podem ser..."
"147","146","VADER","Esse é o sistema. E tenho certeza que Skywalker está com eles. Defina seu curso para o sistema Hoth. General Veers, preparem vocês homens."
"148","147","REBEL CAPTAIN","Os grupos sete e dez ficarão para trás para pilotar os speeders. Assim que cada transporte estiver carregado, o controle de evacuação dará autorização para lançamento imediato."
"149","148","LUTADOR REBELDE","Certo, senhor."
"150","149","HAN","Ok, é isso. Experimente... Desligue! Desligue! Desligue! Desligue!"
"151","150","DROIDE MÉDICO","Senhor, vai demorar um pouco para evacuar os T-47s."
"152","151","LUKE","Bem, esqueça o equipamento pesado. Há muito tempo para colocar os módulos menores nos transportes."
"153","152","DROIDE MÉDICO","Cuidado, senhor."
"154","153","LUKE","Obrigado."
"155","154","LUKE","Chewie, cuide-se, ok?"
"156","155","HAN","Oi, garoto. Deve haver uma razão para isso. Verifique na outra extremidade. Espere um segundo. Você está bem?"
"157","156","LUKE","Sim."
"158","157","HAN","Tenha cuidado."
"159","158","LUKE","Você também."
"160","159","CONTROLADOR","General, há uma frota de Star Destroyers saindo do hiperespaço no setor quatro."
"161","160","RIEEKAN","Redirecione toda a energia para o escudo de energia. Temos que segurá-los até que todos os transportes se afastem. Prepare-se para o ataque terrestre."
"162","161","VADER","O que é, General?"
"163","162","VEERS","Meu senhor, a frota saiu da velocidade da luz. O Com-Scan detectou um campo de energia protegendo uma área ao redor do sexto planeta do sistema Hoth. O campo é forte o suficiente para desviar qualquer bombardeio. "
"164","163","VADER","Os rebeldes foram alertados de nossa presença. O almirante Ozzel saiu da velocidade da luz muito perto do sistema."
"165","164","VEERS","Ele achou que a surpresa era mais sábia..."
"166","165","VADER","Ele é tão desajeitado quanto estúpido. General, prepare suas tropas para um ataque de superfície."
"167","166","VIAR","Sim, meu senhor."
"168","167","OZZEL","Lorde Vader, a frota saiu da velocidade da luz, e estamos nos preparando para... Aaagh!"
"169","168","VADER","Você falhou comigo pela última vez, Almirante. Capitão Piett."
"170","169","PIETT","Sim, meu senhor."
"171","170","VADER","Prepare-se para desembarcar tropas além do escudo de energia e desdobre a frota para que nada saia desse sistema. Você está no comando agora, Almirante Piett."
"172","171","PIETT","Obrigado, Lord Vader."
"173","172","LEIA","Todos os transportadores de tropas se reunirão na entrada norte. Os navios de transporte pesado sairão assim que forem carregados. Apenas duas escoltas de caça por navio. O escudo de energia só pode ser aberto por um curto período de tempo, então você terá que ficar muito perto de seus transportes."
"174","173","HOBBIE","Dois caças contra um Star Destroyer?"
"175","174","LEIA","O canhão de íons irá disparar vários tiros para garantir que qualquer nave inimiga esteja fora de sua rota de vôo. Quando você passar pelo escudo de energia, prossiga diretamente para o ponto de encontro. Entendido?"
"176","175","PILOTOS","Certo. Certo."
"177","176","LEIA","Boa sorte."
"178","177","DERLIN","Ok. Todos para seus postos. Vamos!"
"179","178","RIEEKAN","Seu alvo principal serão os geradores de energia. Prepare-se para abrir o escudo."
"180","179","CONTROLADOR","Senhor, naves rebeldes estão entrando em nosso setor."
"181","180","CAPTAIN","Bom. Nossa primeira captura do dia."
"182","181","CONTROLADOR DE MULHER","Aguarde, controle de íons....Fogo!"
"183","182","LOCUTOR","O primeiro transporte está longe."
"184","183","DACK","Sentindo-se bem, senhor?"
"185","184","LUKE","Como novo, Dack. E você?"
"186","185","DACK","Neste momento eu sinto que poderia enfrentar todo o Império sozinho."
"187","186","LUKE","Eu sei o que você quer dizer."
"188","187","OFICIAL DE TRENCH","Estação Eco Três-T-Oito."
"189","188","OFICIAL DE TRENCH","Nós avistamos caminhantes imperiais!"
"190","189","CONTROLADOR","Caminhantes imperiais no cume norte."
"191","190","LUKE","Echo station Five-Seven. Estamos a caminho."
"192","191","LUKE","Tudo bem, rapazes, mantenham-se firmes agora."
"193","192","DACK","Luke, não tenho vetor de aproximação. Não estou pronto."
"194","193","LUKE","Firme, Dack. Delta do padrão de ataque. Vá agora!"
"195","194","LUKE","Tudo bem, estou entrando."
"196","195","LUKE","Hobbie, você ainda está comigo?"
"197","196","LUKE","Essa armadura é muito forte para blasters."
"198","197","LUKE","Grupo Rouge, use seus arpões e cabos de reboque. Vá para as pernas. Pode ser nossa única chance de detê-los. Tudo bem, espere, Dack."
"199","198","DACK","Luke, temos um defeito no controle de fogo. Vou ter que cortar o auxiliar."
"200","199","LUKE","Aguente firme. Aguente firme, Dack. Prepare-se para disparar aquele cabo de reboque."
"201","200","LUKE","Dack? Dack!"
"202","201","VEERS","Sim, Lorde Vader. Alcancei o gerador de energia principal. O escudo cairá em instantes. Você pode começar a aterrissar."
"203","202","LUKE","Rouge Três."
"204","203","WEDGE","Copiar, Líder Rouge"
"205","204","LUKE","Wedge, eu perdi meu artilheiro. Você vai ter que fazer esse tiro. Eu vou cobrir você. Coloque seu arpão. Siga-me na próxima passagem."
"206","205","CUNHA","Aproximando-se, Líder Rouge."
"207","206","LUKE","Firme, Rouge Dois"
"208","207","CUNHA","Ativar arpão."
"209","208","WEDGE","Bom tiro, Janson."
"210","209","CUNHA","Mais uma passagem."
"211","210","JANSON","Aproximando-se. Mais uma vez."
"212","211","JANSON","Mais um."
"213","212","JANSON","Cabo fora! Solte-a!"
"214","213","CUNHA","Desconecte o cabo."
"215","214","JANSON","Cabo desconectado."
"216","215","OFICIAL DE trincheira","Vamos!"
"217","216","WEDGE","Whooha!! Isso o pegou!"
"218","217","LUKE","Entendo, Wedge. Bom trabalho."
"219","218","RIEEKAN","Acho que não podemos proteger dois transportes ao mesmo tempo."
"220","219","LEIA","É arriscado, mas não podemos aguentar muito mais tempo. Não temos escolha."
"221","220","RIEEKAN","Lançar patrulhas."
"222","221","LEIA","Evacuar o pessoal de terra restante."
"223","222","HAN","Não, não! Não! Este vai lá, aquele vai lá. certo?"
"224","223","THREEPIO","Artoo, você cuida bem do Mestre Luke agora, entendeu? E... cuide de si mesmo. Oh, querido, oh, querido."
"225","224","VEERS","Todas as tropas vão desembarcar para o ataque terrestre. Preparem-se para atingir o gerador principal."
"226","225","LUKE","Rouge Dois, você está bem?"
"227","226","ZEV","Sim. Estou com você, Líder Rouge."
"228","227","LUKE","Vamos colocar o arpão. Eu cubro você."
"229","228","ZEV","Vindo por aí."
"230","229","LUKE","Cuidado com o fogo cruzado, rapazes."
"231","230","ZEV","Definido para a posição três. Estável."
"232","231","LUKE","Fique firme e abaixado."
"233","232","LUKE","Hobbie, fui atingido!"
"234","233","HAN","Você está bem?"
"235","234","LEIA","Por que você ainda está aqui?"
"236","235","HAN","Ouvi dizer que o centro de comando foi atingido."
"237","236","LEIA","Você tem autorização para sair."
"238","237","HAN","Não se preocupe. Eu vou embora. Primeiro eu vou levar você para o seu navio."
"239","238","THREEPIO","Vossa Alteza, devemos pegar este último transporte. É nossa única esperança."
"240","239","LEIA","Envie todas as tropas do setor doze para a encosta sul para proteger os combatentes."
"241","240","LOCUTOR","Tropas imperiais entraram na base."
"242","241","HAN","Vamos lá... é isso."
"243","242","LEIA","Dê o sinal do código de evacuação. E vá para os seus transportes!"
"244","243","CONTROLADOR PRINCIPAL","K-um-zero... todas as tropas se desengajam."
"245","244","THREEPIO","Oh! Espere por mim!"
"246","245","OFICIAL","Comece a retirada!"
"247","246","SEGUNDA OFICIAL","Recuar!"
"248","247","VIAR","Distância para geradores de energia?"
"249","248","PILOTO","Um-sete, decimal dois-oito."
"250","249","VIAR","Alvo. Poder de fogo máximo."
"251","250","HAN","Transporte, aqui é Solo. Melhor decolar -- não posso chegar até você. Vou tirar a princesa no Falcon."
"252","251","THREEPIO","Mas... mas... mas... aonde você vai? Uh... volte!!"
"253","252","THREEPIO","Espere! Espere por mim! Espere! Pare!"
"254","253","THREEPIO","Que típico."
"255","254","HAN","Vamos."
"256","255","HAN","Apresse-se, Goldenrod, ou você será um residente permanente!"
"257","256","THREEPIO","Espere! Espere!"
"258","257","HAN","Como é isso?"
"259","258","LEIA","Ajudaria se eu saísse e empurrasse?"
"260","259","HAN","Pode."
"261","260","THREEPIO","Capitão Solo, Capitão Solo... senhor, posso sugerir que você..."
"262","261","THREEPIO","Pode esperar."
"263","262","LEIA","O balde de ferrolhos nunca vai nos fazer passar por esse bloqueio."
"264","263","HAN","Este bebê ainda tem algumas surpresas nela, querida."
"265","264","HAN","Vamos! Vamos! Mude. Vamos torcer para que não tenhamos um esgotamento."
"266","265","HAN","Viu?"
"267","266","LEIA","Algum dia você vai errar, e espero estar lá para ver."
"268","267","HAN","Soque!"
"269","268","LUKE","Artoo! Prepare-a para a decolagem."
"270","269","WEDGE","Boa sorte, Luke. Vejo você no encontro."
"271","270","LUKE","Não se preocupe, Artoo. Estamos indo, estamos indo."
"272","271","LUKE","Não há nada de errado, Artoo. Estou apenas estabelecendo um novo curso."
"273","272","LUKE","Não vamos nos reagrupar com os outros."
"274","273","LUKE","Estamos indo para o sistema Dagobah."
"275","274","LUKE","Sim, Artoo?"
"276","275","LUKE","Tudo bem. Eu gostaria de mantê-lo no controle manual por um tempo."
"277","276","HAN","Eu os vi! Eu os vi!"
"278","277","LEIA","Viu o quê?"
"279","278","HAN","Star Destroyers, dois deles, vindo direto para nós."
"280","279","THREEPIO","Senhor, senhor! Posso sugerir..."
"281","280","HAN","Cale-o ou desligue-o! Verifique o escudo defletor!"
"282","281","HAN","Ah, ótimo. Bem, ainda podemos vencê-los."
"283","282","OFICIAL IMPERIAL","Tome uma ação evasiva!"
"284","283","HAN","Prepare-se para saltar para a velocidade da luz."
"285","284","THREEPIO","Mas, senhor!"
"286","285","LEIA","Eles estão se aproximando!"
"287","286","HAN","Ah é? Veja isso."
"288","287","LEIA","Assistir o quê?"
"289","288","HAN","Acho que estamos com problemas."
"290","289","THREEPIO","Se me permite dizer, senhor, notei anteriormente que o motivador do hiperpropulsor foi danificado. É impossível ir à velocidade da luz!"
"291","290","HAN","Estamos com problemas!"
"292","291","HAN","Reforços horizontais...!"
"293","292","HAN","Amortecedores aluviais...! Bem, não é isso."
"294","293","HAN","Traga-me as chaves hidráulicas!"
"295","294","HAN","Eu não sei como vamos sair dessa."
"296","295","HAN","Oww! Chewie!"
"297","296","HAN","Isso não foi uma explosão de laser! Algo nos atingiu."
"298","297","LEIA","Han, suba aqui!"
"299","298","HAN","Vamos, Chewie!"
"300","299","LEIA","Asteróides!"
"301","300","HAN","Ah, não! Chewie, coloque dois-sete-um."
"302","301","LEIA","O que você está fazendo? Você não está realmente entrando em um campo de asteróides?"
"303","302","HAN","Eles seriam loucos para nos seguir, não seria?"
"304","303","LEIA","Você não precisa fazer isso para me impressionar."
"305","304","THREEPIO","Senhor, a possibilidade de navegar com sucesso em um campo de asteróides é de aproximadamente três mil, setecentos e vinte para um."
"306","305","HAN","Nunca me diga as probabilidades!"
"307","306","HAN","Você disse que queria estar por perto quando eu cometi um erro; bem, pode ser isso, querida."
"308","307","LEIA","Eu retiro. Vamos ser pulverizados se ficarmos aqui muito mais tempo."
"309","308","HAN","Eu não vou discutir com isso."
"310","309","THREEPIO","Pulverizado?"
"311","310","HAN","Vou me aproximar de um dos grandes."
"312","311","LEIA","Mais perto?"
"313","312","THREEPIO","Mais perto?!"
"314","313","THREEPIO","Ah, isso é suicídio!"
"315","314","HAN","Pronto. Parece muito bom."
"316","315","LEIA","O que parece muito bom?"
"317","316","HAN","Sim. Isso vai servir bem."
"318","317","THREEPIO","Com licença, senhora, mas para onde vamos?"
"319","318","LEIA","Espero que saiba o que está fazendo."
"320","319","HAN","Sim, eu também."
"321","320","LUKE","Sim, é isso. Dagobah."
"322","321","LUKE","Não, eu não vou mudar de ideia sobre isso. Eu não estou pegando nenhuma cidade ou tecnologia. Leituras massivas de formas de vida, no entanto. Há algo vivo lá embaixo..."
"323","322","LUKE","Sim, tenho certeza que é perfeitamente seguro para droides."
"324","323","LUKE","Eu sei, eu sei! Todos os escopos estão mortos. Não consigo ver nada! Apenas espere, vou começar o ciclo de pouso..."
"325","324","LUKE","Não, Artoo, fique aí. Vou dar uma olhada."
"326","325","LUKE","Artoo?"
"327","326","LUKE","Artoo! Onde você está?"
"328","327","LUKE","Artoo! Tenha mais cuidado."
"329","328","LUKE","Artoo -- por ali!"
"330","329","LUKE","Artoo!"
"331","330","LUKE","Ah, não! Você está bem? Vamos lá. Você tem sorte de não ter um gosto muito bom. Alguma coisa quebrada?"
"332","331","LUKE","Se você está dizendo que vir aqui foi uma má ideia, estou começando a concordar com você. Oh, Artoo, o que estamos fazendo aqui? É como... algo saído de um sonho, ou , eu não sei. Talvez eu esteja apenas enlouquecendo."
"333","332","VADER","Sim, Almirante?"
"334","333","PIETT","Nossas naves avistaram a Millennium Falcon, senhor. Mas... ela entrou em um campo de asteróides e não podemos arriscar..."
"335","334","VADER","Asteróides não me preocupam, Almirante. Eu quero aquela nave e não desculpas."
"336","335","PIETT","Sim, senhor."
"337","336","HAN","Vou desligar tudo menos os sistemas de energia de emergência."
"338","337","THREEPIO","Senhor, estou quase com medo de perguntar, mas... isso inclui me desligar também?"
"339","338","HAN","Não, eu preciso que você fale com o Falcon, descubra o que há de errado com o hyperdrive."
"340","339","THREEPIO","Senhor, é bem possível que este asteróide não seja totalmente estável."
"341","340","HAN","Não totalmente estável? Estou feliz que você esteja aqui para nos dizer essas coisas. Chewie, pegue o professor nas costas e ligue-o no hiperdrive."
"342","341","THREEPIO","Ah! Às vezes eu simplesmente não entendo o comportamento humano. Afinal, eu só estou tentando fazer o meu trabalho da forma mais..."
"343","342","LEIA","Deixe ir."
"344","343","HAN","Sshh!"
"345","344","LEIA","Solte, por favor."
"346","345","HAN","Não fique animado."
"347","346","LEIA","Capitão, ser segurado por você não é o bastante para me excitar."
"348","347","HAN","Desculpe, querida. Não temos tempo para mais nada."
"349","348","LUKE","Pronto para um pouco de energia? Ok. Vamos ver agora. Coloque isso aí. Pronto."
"350","349","LUKE","Agora tudo o que tenho que fazer é encontrar esse Yoda... se é que ele existe."
"351","350","LUKE","Ainda assim... há algo familiar sobre este lugar. Eu sinto que... eu não sei..."
"352","351","VOZ ESTRANHA","Sentir como o quê?"
"353","352","LUKE","Como se estivéssemos sendo observados!"
"354","353","CRIATURA","Fora com sua arma! Não quero te fazer mal."
"355","354","CRIATURA","Estou me perguntando, por que você está aqui?"
"356","355","LUKE","Estou procurando alguém."
"357","356","CRIATURA","Procurando? Encontrou alguém, você tem, eu diria, hmmm?"
"358","357","LUKE","Certo."
"359","358","CRIATURA","Eu posso te ajudar. Sim, mmmm."
"360","359","LUKE","Acho que não. Estou procurando um grande guerreiro."
"361","360","CRIATURA","Ahhh! Um grande guerreiro. As guerras não fazem um grande."
"362","361","LUKE","Abaixe isso. Ei! Esse é o meu jantar."
"363","362","CRIATURA","Como você fica tão grande, comendo comida desse tipo?"
"364","363","LUKE","Ouça, amigo, não queríamos pousar naquela poça, e se pudéssemos tirar nossa nave, faríamos, mas não podemos, então por que você não... "
"365","364","CRIATURA","Ah, não consegue tirar sua nave?"
"366","365","LUKE","Ei, você poderia ter quebrado isso. Não faça isso. Ohhh... você está fazendo uma bagunça. Ei, me dê isso!"
"367","366","CRIATURA","Minha! Ou eu não vou te ajudar."
"368","367","LUKE","Não quero sua ajuda. Quero minha lâmpada de volta. Vou precisar dela para sair desse lamaçal viscoso."
"369","368","CRIATURA","Mudhole? Slimy? Minha casa é esta."
"370","369","CRIATURA","Ah, ah, ah!"
"371","370","LUKE","Ah, Artoo, deixe ele ficar com ele."
"372","371","CRIATURA","Meu! Meu!"
"373","372","LUKE","Artoo!"
"374","373","CRIATURA","Minha!"
"375","374","CRIATURA","Minha!"
"376","375","LUKE","Agora você vai seguir em frente, amiguinho? Temos muito trabalho a fazer."
"377","376","CRIATURA","Não! Não, não! Ficar e ajudá-lo, eu vou. Encontre seu amigo, hmm?"
"378","377","LUKE","Não estou procurando um amigo, estou procurando um Mestre Jedi."
"379","378","CRIATURA","Oohhh. Mestre Jedi. Yoda. Você procura Yoda."
"380","379","LUKE","Você o conhece?"
"381","380","CRIATURA","Mmm. Levo você até ele, eu vou. Sim, sim. Mas agora, devemos comer. Venha. Boa comida. Venha."
"382","381","CRIATURA","Venha, venha."
"383","382","LUKE","Fique aqui e cuide do acampamento, Artoo."
"384","383","THREEPIO","Oh, onde está Artoo quando eu preciso dele?"
"385","384","THREEPIO","Senhor, não sei onde sua nave aprendeu a se comunicar, mas tem o dialeto mais peculiar. Acredito, senhor, diz que o acoplamento de energia no eixo negativo foi polarizado. temo que você terá que substituí-lo."
"386","385","HAN","Bem, é claro que terei que substituí-lo."
"387","386","HAN","Aqui! E Chewie..."
"388","387","HAN","...Acho melhor substituir o acoplamento de potência negativa."
"389","388","HAN","Ei, Meritíssimo, só estou tentando ajudar."
"390","389","LEIA","Você poderia, por favor, parar de me chamar assim?"
"391","390","HAN","Claro, Leia."
"392","391","LEIA","Ah, às vezes você dificulta tanto."
"393","392","HAN","Eu gosto, eu realmente gosto. Você poderia ser um pouco mais legal, no entanto. Vamos, admita. Às vezes você acha que eu estou bem."
"394","393","LEIA","Ocasionalmente talvez... quando você não está agindo como um canalha."
"395","394","HAN","Scaundrel? Scoundrel? Eu gosto do som disso."
"396","395","LEIA","Pare com isso."
"397","396","HAN","Parar o quê?"
"398","397","LEIA","Pare com isso! Minhas mãos estão sujas."
