"id","personagem","diálogo"
182,"LUKE","Ele conhecia meu pai?"
184,"LUKE","Sim, senhor. Acho que esses novos droides vão funcionar bem. Na verdade, eu, uh, também estava pensando em nosso acordo sobre minha permanência em outra temporada. E se esses novos droides funcionarem fora, quero transmitir minha inscrição para a Academia este ano."
186,"LUKE","Claro, há dróides mais do que suficientes."
189,"LUKE","Mas é um ano inteiro."
191,"LUKE","É, foi isso que você disse ano passado quando Biggs e Tank foram embora."
193,"LUKE","Parece que não vou a lugar nenhum. Tenho que terminar de limpar esses droides."
198,"LUKE","O que você está fazendo escondido aí?"
200,"LUKE","Ah, não!"
202,"LUKE","Como eu pude ser tão estúpido? Ele não está à vista. Que droga!"
204,"LUKE","É muito perigoso com todo o Povo da Areia ao redor. Teremos que esperar até de manhã."
206,"LUKE","Tudo bem, estarei aí em alguns minutos. Cara, eu vou pegar."
207,"LUKE","Você sabe que aquele pequeno droide vai me causar muitos problemas."
215,"LUKE","Como assim."
216,"LUKE","O velho Ben Kenobi mora nesta direção em algum lugar, mas não vejo como aquela unidade R2 poderia ter chegado tão longe. Devemos ter perdido ele. Tio Owen não vai aceitar isso muito bem. ."
218,"LUKE","Claro. Ele precisa de você. Ele provavelmente só desativaria você por um ou dois dias..."
220,"LUKE","Espere, há algo morto à frente no scanner. Parece que nosso droide... pisou no acelerador."
221,"LUKE","Ei, uau, aonde você pensa que está indo?"
223,"LUKE","Bem, vamos lá. Está ficando tarde. Só espero que possamos voltar antes que o tio Owen realmente exploda."
225,"LUKE","Não, ele não vai tentar nada."
226,"LUKE","O que há de errado com ele agora?"
228,"LUKE","Pessoa da Areia! Ou pior! Vamos, vamos dar uma olhada. Vamos."
229,"LUKE","Há dois Banthas lá embaixo, mas eu não vejo nenhum... espere um segundo, eles são do Povo da Areia. Eu posso ver um deles agora."
232,"LUKE","O que aconteceu?"
234,"LUKE","Ben? Ben Kenobi! Rapaz, estou feliz em ver você!"
236,"LUKE","Ah, esse pequeno droide! Acho que ele está procurando por seu antigo mestre... nunca vi tanta devoção em um droide antes... parece que não há como pará-lo. Ele afirma ser o propriedade de um Obi-Wan Kenobi. Ele é um parente seu? Você sabe de quem ele está falando?"
238,"LUKE","Acho que meu tio o conhecia. Ele disse que estava morto."
240,"LUKE","Você o conhece!"
242,"LUKE","Então o droide pertence a você."
245,"LUKE","... Threepio!"
247,"LUKE","Você pode ficar de pé? Temos que sair daqui antes que o Povo da Areia retorne."
249,"LUKE","Não, você não está. Que tipo de conversa é essa?"
251,"LUKE","Não, meu pai não lutou nas guerras. Ele era um navegador em um cargueiro de especiarias."
253,"LUKE","Você lutou nas Guerras Clônicas?"
255,"LUKE","Eu gostaria de tê-lo conhecido."
259,"LUKE","Claro, vá em frente."
260,"LUKE","O que é?"
263,"LUKE","Como meu pai morreu?"
265,"LUKE","A Força?"
268,"LUKE","Vi parte da mensagem que ele estava..."
272,"LUKE","Alderaan? Eu não estou indo para Alderaan. Eu tenho que ir para casa. É tarde, eu estou pronto para isso."
274,"LUKE","Eu não posso me envolver! Eu tenho trabalho a fazer! Não é que eu goste do Império. Eu odeio isso! Mas não há nada que eu possa fazer sobre isso agora. É um longo caminho daqui."
276,"LUKE","Oh, Deus, meu tio. Como vou explicar isso?"
278,"LUKE","Olha, eu posso te levar até Anchorhead. Você pode pegar um transporte lá para Mos Eisley ou onde quer que você vá."
295,"LUKE","Parece que o Povo da Areia fez isso, tudo bem. Olha, aqui estão gafes, faixas de bantha. É só que... eu nunca ouvi falar deles batendo em algo tão grande antes."
297,"LUKE","Estes são os mesmos Jawas que nos venderam Artoo e Threepio."
299,"LUKE","Por que as tropas imperiais querem matar Jawas?"
300,"LUKE","Se eles rastrearam os robôs aqui, eles podem ter descoberto para quem eles os venderam. E isso os levaria de volta para casa!"
302,"LUKE","Tio Owen! Tia Beru! Tio Owen!"
305,"LUKE","Eu quero ir com você para Alderaan. Não há nada aqui para mim agora. Eu quero aprender os caminhos da Força e me tornar um Jedi como meu pai."
308,"LUKE","Cerca de três ou quatro temporadas."
320,"LUKE","Continue, continue. Não consigo entender como passamos por aqueles soldados. Achei que estávamos mortos."
322,"LUKE","Você realmente acha que vamos encontrar um piloto aqui que nos levará a Alderaan?"
324,"LUKE","Estou pronto para qualquer coisa."
327,"LUKE","O quê?"
329,"LUKE","Ouça, por que você não espera perto do speeder. Não queremos problemas."
333,"LUKE","Sinto muito."
336,"LUKE","Terei cuidado do que."
352,"LUKE","Dez mil? Quase poderíamos comprar nosso próprio navio por isso!"
354,"LUKE","Pode apostar que eu poderia. Eu não sou um piloto tão ruim assim! Nós não temos que sentar aqui e ouvir..."
363,"LUKE","Tudo bem. Eu nunca vou voltar para este planeta novamente."
387,"LUKE","Ele diz que é o melhor que pode fazer. Desde que o XP-38 saiu, eles "
402,"LUKE","Que lixo."
414,"LUKE","Por que você não os supera? Achei que você disse que essa coisa era rápida."
419,"LUKE","Você está brincando? No ritmo que eles estão ganhando..."
421,"LUKE","O que é isso piscando?"
440,"LUKE","Você está bem? O que há de errado?"
453,"LUKE","Você quer dizer que controla suas ações?"
456,"LUKE","Você não acredita na Força, acredita?"
461,"LUKE","Com o escudo anti-explosão abaixado, eu nem consigo ver. Como eu vou lutar?"
469,"LUKE","Sabe, eu senti alguma coisa. Eu quase podia ver o controle remoto."
478,"LUKE","O que está acontecendo?"
480,"LUKE","O que você quer dizer? Onde está?"
482,"LUKE","O quê? Como?"
486,"LUKE","Talvez eles saibam o que aconteceu."
488,"LUKE","Ele nos seguiu!"
491,"LUKE","Com certeza está saindo com muita pressa. Se eles nos identificarem, estamos em apuros."
496,"LUKE","Então ele deve ter se perdido, feito parte de um comboio ou algo assim..."
498,"LUKE","Olhe para ele. Ele está indo para aquela pequena lua."
502,"LUKE","Tenho um mau pressentimento sobre isso."
505,"LUKE","Por que ainda estamos nos movendo em direção a isso?"
507,"LUKE","Mas tem que haver algo que você possa fazer!"
525,"LUKE","Rapaz, que sorte você ter esses compartimentos."
534,"LUKE","Sabe, entre o uivo dele e você explodindo tudo à vista, é de se admirar que a estação inteira não saiba que estamos aqui."
542,"LUKE","Eu quero ir com você."
544,"LUKE","Mas ele pode..."
548,"LUKE","Ben é um grande homem."
550,"LUKE","Eu não ouvi você dar nenhuma ideia..."
552,"LUKE","Quem você acha..."
553,"LUKE","O que é?"
555,"LUKE","Bem, quem... quem ele encontrou?"
557,"LUKE","A princesa? Ela está aqui?"
559,"LUKE","Onde... onde ela está?"
562,"LUKE","Ah, não! Temos que fazer alguma coisa."
564,"LUKE","O droide pertence a ela. É ela quem está na mensagem. Temos que ajudá-la."
566,"LUKE","Mas ele não sabia que ela estava aqui. Olha, você vai encontrar um caminho de volta para o bloco de detenção?"
568,"LUKE","Eles vão executá-la. Olha, alguns minutos atrás você disse que não queria apenas esperar aqui para ser capturado. Agora tudo que você quer fazer é ficar."
570,"LUKE","Mas eles vão matá-la!"
572,"LUKE","Ela é rica."
574,"LUKE","Sim. Rico, poderoso! Ouça, se você fosse resgatá-la, a recompensa seria..."
576,"LUKE","Bem, mais riqueza do que você pode imaginar."
578,"LUKE","Você vai conseguir!"
580,"LUKE","Você vai..."
582,"LUKE","Tudo bem."
584,"LUKE","Uh... Threepio, me dê esses fichários, sim?"
585,"LUKE","Ok. Agora, vou colocar isso em você."
586,"LUKE","Ok. Han, você coloca isso."
589,"LUKE","Tranque a porta!"
592,"LUKE","Não consigo ver nada neste capacete."
594,"LUKE","Por que você não disse isso antes?"
597,"LUKE","Transferência de prisioneiro do Bloco um-um-três-oito."
600,"LUKE","Ele vai nos separar."
611,"LUKE","O quê? Oh... o uniforme. Eu sou Luke Skywalker. Estou aqui para resgatá-lo."
613,"LUKE","Estou aqui para resgatá-lo. Tenho sua unidade R2. Estou aqui com Ben Kenobi."
615,"LUKE","Vamos!"
633,"LUKE","Vê-Trêspio! Vê-Três!"
635,"LUKE","Fomos cortados! Existem outras maneiras de sair da cela?...O que foi isso? Eu não copiei!"
639,"LUKE","Não há outra saída."
643,"LUKE","Bem, eu não..."
649,"LUKE","Não! espere!"
650,"LUKE","Você vai esquecer? Eu já tentei. É selado magneticamente!"
655,"LUKE","Tem algo vivo aqui!"
657,"LUKE","Algo passa pela minha perna! Olha! Você viu isso?"
659,"LUKE","Socorro!"
663,"LUKE","Droga, por favor! Minha arma está emperrada."
665,"LUKE","Em qualquer lugar! Oh!!"
669,"LUKE","Não sei, ele simplesmente me soltou e desapareceu..."
671,"LUKE","As paredes estão se movendo!"
673,"LUKE","Espere um minuto!"
674,"LUKE","Threepio! Venha Threepio! Threepio! Onde ele poderia estar?"
681,"LUKE","Threepio! Entre, Threepio! Threepio!"
684,"LUKE","Onde ele poderia estar? Threepio! Threepio, você pode entrar?"
692,"LUKE","Trêspios!"
694,"LUKE","Feche todos os trituradores de lixo no nível de detenção, sim? Você copia?"
695,"LUKE","Feche todos os trituradores de lixo no nível de detenção."
696,"LUKE","Feche todos os trituradores de lixo no nível de detenção."
699,"LUKE","Threepio, estamos bem!"
700,"LUKE","Estamos bem. Você foi muito bem."
701,"LUKE","Ei... ei, abra a escotilha de manutenção de pressão na unidade número... onde estamos?"
704,"LUKE","Bem, vamos nos mexer!"
720,"LUKE","See-Threepio, você copia?"
722,"LUKE","Estamos bem acima de você. Aguarde."
727,"LUKE","Onde você vai? Volte!"
729,"LUKE","Que bem nos fará se ele se matar? Vamos!"
730,"LUKE","Acho que pegamos o caminho errado."
732,"LUKE","Isso deve segurar por um tempo."
734,"LUKE","Ah, acho que acabei de estragar tudo."
736,"LUKE","Aqui, segure isso."
750,"LUKE","A nave está bem?"
752,"LUKE","Olha!"
755,"LUKE","Não!"
762,"LUKE","Eu não posso acreditar que ele se foi."
767,"LUKE","Eles estão chegando rápido demais!"
772,"LUKE","Peguei ele! Peguei ele!"
775,"LUKE","É isso aí! Conseguimos!"
792,"LUKE","Eu me importo!"
793,"LUKE","Então... o que você acha dela, Han?"
795,"LUKE","Bom..."
797,"LUKE","Não!"
809,"LUKE","Não é impossível. Eu costumava caçar ratos no meu T-16 em casa. Eles não são muito maiores do que dois metros."
814,"LUKE","Então... você recebeu sua recompensa e está indo embora?"
816,"LUKE","Vamos! Por que você não dá uma olhada ao redor? Você sabe o que está prestes a acontecer, o que eles estão enfrentando. Eles poderiam usar um bom piloto como você. Você está virando as costas eles."
818,"LUKE","Tudo bem. Bem, cuide-se, Han... acho que é nisso que você é melhor, não é?"
822,"LUKE","Ah, é o Han! Não sei, achei mesmo que ele mudaria de ideia."
824,"LUKE","Eu só queria que Ben estivesse aqui."
826,"LUKE","Biggs! Claro, eu estarei lá com você! Escute, eu tenho algumas histórias para contar..."
830,"LUKE","Obrigado, senhor. Vou tentar."
832,"LUKE","Eu disse que um dia conseguiria, Biggs."
835,"LUKE","Não em sua vida! Aquele pequeno dróide e eu passamos por muita coisa juntos. Você está bem, Artoo?"
849,"LUKE","Cinco Vermelho aguardando."
864,"LUKE","Aqui é Red Five! Vou entrar!"
867,"LUKE","Fiquei um pouco cozinhado, mas estou bem."
871,"LUKE","Já estou a caminho..."
873,"LUKE","Estou nisso."
875,"LUKE","Minha mira está negativa. Não vejo nada."
880,"LUKE","Espera aí, Biggs, estou entrando."
881,"LUKE","Peguei ele!"
886,"LUKE","Fui atingido, mas nada mal."
887,"LUKE","Artoo, veja o que você pode fazer com isso. Espere aí atrás."
891,"LUKE","Não consigo sacudi-lo!"
894,"LUKE","Droga! Cale onde você está?"
895,"LUKE","Obrigado, Wedge."
937,"LUKE","Nenhum sinal de qualquer... espere!"
938,"LUKE","Chegando no ponto três e cinco."
952,"LUKE","Líder Vermelho, estamos bem acima de você. Vire para apontar..."
953,"LUKE","... oh-cinco; nós cobrimos para você."
958,"LUKE","Biggs, Wedge, vamos fechar. Vamos entrar. Vamos a todo vapor."
961,"LUKE","Vai ser igual ao Beggar's Canyon em casa."
964,"LUKE","Cuidado! Aumente a velocidade a todo vapor!"
966,"LUKE","Você se preocupa com esses lutadores! Eu me preocupo com a torre!"
967,"LUKE","Artoo... isso, aquele estabilizador está solto de novo! Veja se você não consegue travar!"
969,"LUKE","Afaste-se, Wedge."
970,"LUKE","Você não pode fazer mais bem lá atrás!"
974,"LUKE","Artoo, tente aumentar o poder!"
985,"LUKE","Nada. Estou bem."
986,"LUKE","Perdi Artoo!"
1003,"LUKE","Eu sabia que você voltaria! Eu sabia!"
1006,"LUKE","Ah, não!"
1010,"LUKE","Ele vai ficar bem."
